Age;Abies;Acer;Achillea-type;Aconitum;Adonis;Aesculus;Alchemilla;Allium;Alnus glutinosa/Alnus incana;Alnus viridis;Amaranthaceae;Anchusa;Anemone-type;Aquilegia-type;Arbutus;Arctostaphylos;Arenaria;Armeria/Limonium;Arnica montana;Artemisia;Aruncus-type;Asphodelus-type;Aster-type;Astragalus;Ballota;Bartsia-type;Berberis-type;Betula alba type;Betula nana-type;Bidens-type;Boraginaceae;Brassicaceae;Bruckenthalia;Bunium-type;Bupleurum-type;Buxus;Calluna;Campanulaceae;Cannabis/Humulus-type;Caprifoliaceae;Caragana;Carduus-type;Carpinus betulus-type;Carpinus orientalis/Ostrya carpinifolia;Caryophyllaceae;Castanea;Cedrus;Centaurea;Centaurea cyanus;Centaurea solstitialis-type;Cerastium/Stellaria-type;Cerealia-type;Cerinthe;Chenopodiaceae;Cirsium-type;Cistus;Clematis-type;Compositae unidff;Convolvulus;Cornus;Corylus;Cotinus-type;Cousinia-type;Crassulaceae undifferentiated;Crataegus-type;Cupressaceae;Cuscuta;Cyperaceae;Daphne;Digitalis-type;Dipsacaceae;Dryas;Echium-type;Empetrum;Ephedra;Epilobium;Erica;Ericaceae;Eryngium-type;Euphorbia;Fabaceae;Fagopyrum;Fagus;Fagus orientalis;Filago-type;Filipendula-type;Frangula;Fraxinus excelsior-type;Fraxinus ornus-type;Galium-type;Gentiana/Gentianella;Geraniaceae;Geum-type;Hedera;Helianthemum;Heracleum;Herniaria-type;Hippophae;Hornungia-type;Hypericum-type;Ilex;Jasione;Juglans;Juniperus;Knautia;Lamiaceae;Larix;Ledum;Ligusticum mutellina;Ligustrum;Liliaceae;Linaceae;Linnaea;Loiseleuria procumbens;Lonicera;Luzula;Lysimachia;Lythrum;Melampyrum;Mercurialis;Myrica gale;Myrtus;Narthecium;Noaea-type;Olea;Omphalodes-type;Onagraceae;Onobrychis-type;Oxalis;Oxyria-type;Paliurus;Papaveraceae;Parnassia-type;Pedicularis;Phillyrea;Phyteuma-type;Picea;Pimpinella-type;Pinus haploxylon-type;Pinus undifferentiated/Pinus diploxylon type;Pistacia-type;Plantago;Platanus;Plumbaginaceae;Poaceae;Polemonium;Polygala-type;Polygonaceae;Polygonum alpinum/bistorta/viviparum;Polygonum aviculare-type;Populus tremula-type;Potentilla;Primula;Prunella;Prunus;Pulsatilla;Quercus deciduous;Quercus evergreen;Ranunculus;Reseda;Rhamnus-type;Rhinanthus;Rhododendron-type;Ribes;Rosa;Rosaceae tree;Rosmarinus-type;Rubiaceae;Rubus;Rumex;Salix;Salix herbacea/polaris;Sambucus;Sanguisorba;Sanicula;Saussurea;Saxifraga;Scabiosa-type;Scrophularia-type;Sedum;Selaginella;Senecio-type;Silene-type;Solanaceae;Soldanella;Sorbus/Cotoneaster;Spergula-type;Succisa;Symphytum;Taxus;Thalictrum;Thymus-type;Tilia;Trientalis;Trifolium-type;Trollius-type;Ulex-type;Ulmus;Umbelliferae;Urtica;Vaccinium-type;Valeriana;Verbascum-type;Veronica;Viburnum-type;Viola-type;Viscum album-type;Vitis;Xanthium-type;Zygophyllaceae
12534.9;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;7;0;0;1;0;0;0;0;29;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;2;3;0;0;4;0;0;28;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;26;113;0;0;0;0;159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
12336;4;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;7;0;0;7;0;0;0;0;46;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;10;0;0;21;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;23;50;0;0;0;0;162;1;0;1;0;0;0;0;0;0;0;0;13;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;11;2;2;0;0;0;0;0;0;0;0;0;0
12128.4;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;10;0;0;3;0;0;0;0;43;12;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;9;0;0;49;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;12;83;0;1;0;0;147;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;7;1;0;0;0;0;0;0;0;0;0;0;0
11904.9;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;23;0;0;6;0;0;0;0;92;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;0;0;14;0;0;32;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;18;51;0;0;0;0;95;0;0;0;0;0;0;2;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;10;0;3;0;0;0;0;7;3;1;0;2;0;0;0;0;0;0;0;0
11684;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;22;0;0;5;0;0;0;0;70;20;0;0;0;0;0;1;0;0;0;0;0;0;1;2;0;0;0;0;1;1;0;0;0;0;1;5;0;0;24;0;0;38;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;11;54;0;0;0;0;96;0;0;0;0;0;0;1;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;5;0;1;0;0;0;0;9;1;0;0;4;0;0;0;0;0;0;0;0
11448.4;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;18;0;0;5;0;0;0;0;67;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2;0;0;0;14;0;0;49;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;20;58;0;1;0;0;60;2;0;0;0;0;0;6;0;0;0;0;23;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;6;0;2;0;0;0;0;12;1;1;0;1;0;0;0;0;0;0;0;0
11213.5;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;15;0;0;1;0;0;0;0;50;24;0;0;2;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;1;0;0;0;0;3;3;0;0;6;0;0;39;0;0;0;0;0;0;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;16;52;0;1;0;0;116;0;0;1;0;0;0;0;0;0;0;0;15;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6;0;1;0;0;0;0;12;1;0;0;0;0;0;0;0;0;0;0;0
10983.2;3;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;24;0;0;8;0;0;0;0;25;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;0;0;17;0;0;80;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;29;54;0;1;0;0;61;1;0;0;0;0;1;3;0;0;0;0;74;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;26;0;4;0;0;0;0;34;3;3;0;0;0;0;0;0;0;0;0;0
10751.3;1;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;20;0;0;4;0;0;0;0;28;13;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;15;0;0;100;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;12;55;0;0;0;0;86;0;0;1;0;1;0;0;0;0;0;0;50;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;19;0;7;0;0;0;0;32;10;0;0;0;0;0;0;0;0;0;0;0
10518.2;5;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;7;0;0;6;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;2;0;0;0;0;0;1;3;0;0;14;0;0;126;0;0;0;0;0;0;10;0;0;0;0;0;0;0;1;0;0;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;15;0;0;0;0;34;1;0;4;0;0;2;0;0;0;0;0;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;12;0;0;0;0;40;0;0;1;0;0;0;0;0;0;0;0;0
10038.2;3;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;23;0;0;6;0;0;0;0;7;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;4;2;0;0;8;0;0;140;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;25;40;0;0;0;0;49;0;0;1;0;0;2;0;0;0;0;0;65;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;23;0;7;0;0;0;0;55;14;2;0;1;0;0;0;0;0;0;0;0
9600.2;3;2;2;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;25;0;0;7;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;4;0;0;0;17;0;0;142;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;8;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;23;39;0;0;0;0;53;0;0;0;0;1;0;0;0;0;0;0;70;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;27;0;4;0;0;0;0;46;8;2;0;0;0;0;0;0;0;0;0;0
9403.9;1;1;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;21;0;0;9;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;0;0;7;0;0;161;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;6;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;19;34;0;0;0;0;37;0;0;2;0;2;0;4;0;0;0;0;56;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;13;0;7;0;0;0;0;53;11;3;0;0;0;0;0;0;0;0;0;0
9151.5;0;1;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;23;0;0;5;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;1;0;0;7;0;0;136;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;6;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;11;28;0;0;0;0;59;0;0;0;0;0;4;7;0;0;0;0;78;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;21;0;3;0;0;0;0;49;8;5;1;0;0;0;0;0;0;0;0;0
8926.696499;1;1;1;3;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;21;0;0;16;0;0;0;0;8;0;0;0;2;0;0;0;0;0;0;0;0;0;2;5;0;0;0;0;0;0;0;1;1;0;17;0;0;0;12;0;0;108;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;5;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;19;45;0;0;0;0;55;0;0;1;0;1;1;0;0;0;0;0;87;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;6;0;9;0;0;0;0;53;2;4;0;0;0;0;0;0;0;0;0;0
8729.6;1;0;0;3;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;12;0;0;2;0;0;0;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;16;0;0;121;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;10;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;20;27;0;0;0;0;77;0;0;0;0;1;2;5;0;0;0;0;78;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;8;0;5;0;0;0;0;50;6;2;0;0;0;0;0;0;0;0;0;0
8440.1;0;0;1;2;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;42;0;0;7;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;17;0;0;0;11;0;0;87;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7;0;3;0;3;0;0;0;2;0;1;0;0;0;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;25;0;0;0;0;66;0;0;0;0;0;3;8;0;0;0;0;88;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;2;0;0;0;0;38;10;8;0;0;0;0;0;0;0;0;0;0
8196.1;0;0;2;2;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;23;0;0;14;0;0;0;0;2;0;0;0;2;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;26;0;0;0;12;0;0;64;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;0;5;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;9;16;0;0;0;0;32;0;0;1;0;1;4;0;0;0;0;0;58;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;3;0;7;0;0;0;0;32;9;1;1;0;0;0;0;0;0;0;0;0
7920.4;0;1;0;0;0;0;0;0;14;3;0;0;0;0;0;0;0;0;0;22;0;0;12;0;0;0;0;5;1;0;0;1;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;20;4;0;0;20;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;10;0;1;0;0;44;0;0;0;0;0;5;0;0;0;0;0;55;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;1;0;0;0;0;0;5;0;11;0;0;0;0;41;2;6;0;0;0;0;0;0;0;0;0;0
7636;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;30;0;0;6;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;27;1;0;0;6;0;1;69;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;14;0;0;0;0;35;0;0;0;0;0;5;6;0;0;0;0;47;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;0;0;0;9;0;6;0;0;0;0;56;7;12;0;0;0;0;0;0;0;0;0;0
7416.5;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;16;0;0;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;0;0;0;0;0;32;0;0;0;17;0;0;40;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;7;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;31;40;0;0;0;0;39;2;0;6;0;1;4;0;0;0;0;0;46;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;5;0;9;0;0;0;0;33;2;4;1;0;0;0;0;0;0;0;0;0
7070.1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;18;0;0;10;0;0;0;0;5;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;18;0;0;0;5;0;0;59;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;14;34;0;0;0;0;37;1;0;0;0;0;8;3;0;0;0;0;79;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;1;0;0;0;0;5;0;6;0;0;0;0;41;2;10;0;0;0;0;0;0;0;0;0;0
6741.6;1;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;17;0;0;8;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;9;0;0;0;18;0;0;130;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;12;25;0;0;0;0;33;0;0;0;0;0;7;1;0;0;0;0;74;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;0;6;0;0;0;0;0;0;0;0;7;0;7;0;0;0;0;76;4;6;1;0;0;0;0;0;0;0;0;0
6435.2;1;0;1;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;22;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;1;0;0;21;0;0;0;15;0;0;143;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;3;12;0;2;0;0;38;0;0;0;0;0;4;0;0;0;0;0;66;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;3;0;0;0;0;0;0;0;0;16;0;8;0;0;0;0;59;4;18;0;0;0;0;0;0;0;0;0;0
6115.2;1;0;1;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;13;0;0;19;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;1;0;0;0;0;0;22;0;0;0;29;0;1;119;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;16;26;0;1;0;0;42;0;0;1;0;1;16;2;0;0;0;0;44;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;2;0;0;1;0;0;0;0;0;17;0;8;0;0;0;0;40;2;5;0;0;0;0;0;0;0;0;0;0
